tag,patterns,response,patterns_cleaned,patterns_french,patterns_spanish,patterns_dutch
Hurt,Why does love hurt when it’s real?,"CallUs,Counselling",Why does love hurt when it’s real,Pourquoi l’amour fait-il mal quand il est réel ?,¿Por qué duele el amor cuando es real?,Waarom doet liefde pijn als het echt is?
Hurt,Why does happiness hurt when it’s fleeting?,"CallUs,Counselling",Why does happiness hurt when it’s fleeting,Pourquoi le bonheur fait-il mal quand il est éphémère ?,¿Por qué duele la felicidad cuando es pasajera?,Waarom doet geluk pijn als het vluchtig is?
Lonely,I don’t have anyone to talk to.,"Arcade,ChatLine",I do not have anyone to talk to,Je n'ai personne à qui parler,No tengo con quién hablar,Ik heb niemand om mee te praten
Lonely,I feel like I’m invisible to others.,"Arcade,ChatLine",I feel like I’m invisible to others,J’ai l’impression d’être invisible pour les autres,Me siento invisible para los demás,Ik heb het gevoel dat ik onzichtbaar ben voor anderen
Lonely,I haven’t talked to anyone in days.,"Arcade,ChatLine",I haven’t talked to anyone in days,Je n'ai parlé à personne depuis des jours,No he hablado con nadie en días.,Ik heb al dagen met niemand gesproken
Lonely,"I’m craving human connection, but no one’s around.","Arcade,ChatLine","I’m craving human connection, but no one’s around","J'ai envie de contact humain, mais il n'y a personne autour de moi","Anhelo la conexión humana, pero no hay nadie cerca","Ik verlang naar menselijk contact, maar er is niemand in de buurt"
Lonely,I just want someone to talk to.,"Arcade,ChatLine",I just want someone to talk to,Je veux juste parler à quelqu'un,Solo quiero alguien con quien hablar,Ik wil gewoon iemand om mee te praten
Lonely,I wish I had someone to share my feelings with.,"Arcade,ChatLine",I wish I had someone to share my feelings with,J'aimerais avoir quelqu'un avec qui partager mes sentiments,Desearía tener alguien con quien compartir mis sentimientos.,Ik wou dat ik iemand had om mijn gevoelens mee te delen
Lonely,"I feel like everyone else has someone, but I don’t.","Arcade,ChatLine","I feel like everyone else has someone, but I do not","J'ai l'impression que tout le monde a quelqu'un, mais pas moi.","Siento que todos los demás tienen a alguien, pero yo no.","Ik heb het gevoel dat iedereen iemand heeft, maar ik niet"
Lonely,I feel like I’m not a priority to anyone.,"Arcade,ChatLine",I feel like I’m not a priority to anyone,J’ai l’impression de ne pas être une priorité pour qui que ce soit,Siento que no soy una prioridad para nadie.,Ik heb het gevoel dat ik voor niemand een prioriteit ben
Lonely,I feel so out of place.,"Arcade,ChatLine",I feel so out of place,Je me sens tellement hors de propos,Me siento tan fuera de lugar,Ik voel me zo buitengesloten
Lonely,"It’s like everyone else has their life together, but I’m stuck.","Arcade,ChatLine","It’s like everyone else has their life together, but I’m stuck","C'est comme si tout le monde avait sa vie en ordre, mais je suis coincé","Es como si todos los demás tuvieran su vida en orden, pero yo estoy estancado.","Het is alsof iedereen zijn leven op orde heeft, maar ik zit vast"
Lonely,I feel left out of everything.,"Arcade,ChatLine",I feel left out of everything,Je me sens exclu de tout,Me siento excluido de todo,Ik voel me buitengesloten van alles
Lonely,I wish I could be part of something.,"Arcade,ChatLine",I wish I could be part of something,J'aimerais pouvoir faire partie de quelque chose,Ojalá pudiera ser parte de algo,Ik wou dat ik deel kon uitmaken van iets
Lonely,I feel disconnected from the world.,"Arcade,ChatLine",I feel disconnected from the world,Je me sens déconnecté du monde,Me siento desconectado del mundo.,Ik voel me afgesloten van de wereld
Lonely,I feel like I’m drifting through life alone.,"Arcade,ChatLine",I feel like I’m drifting through life alone,J'ai l'impression de dériver seul dans la vie,Me siento como si estuviera vagando solo por la vida,Ik heb het gevoel dat ik alleen door het leven drijf
Lonely,I feel like no one notices me.,"Arcade,ChatLine",I feel like no one notices me,J'ai l'impression que personne ne me remarque,Siento que nadie se da cuenta de mí,Ik heb het gevoel dat niemand mij opmerkt
Lonely,I feel like I’m always on my own.,"Arcade,ChatLine",I feel like I’m always on my own,J'ai l'impression d'être toujours seule,Me siento como si siempre estuviera solo,Ik heb het gevoel dat ik altijd alleen ben
Lonely,I wish someone would reach out to me.,"Arcade,ChatLine",I wish someone would reach out to me,J'aimerais que quelqu'un me contacte,Ojalá alguien se pusiera en contacto conmigo,Ik wou dat iemand contact met mij opnam
Lonely,I feel like I don’t matter to anyone.,"Arcade,ChatLine",I feel like I do not matter to anyone,J'ai l'impression de ne compter pour personne,Siento que no le importo a nadie,Ik heb het gevoel dat ik voor niemand van belang ben
Lonely,I feel so isolated from everyone.,"Arcade,ChatLine",I feel so isolated from everyone,Je me sens tellement isolé de tout le monde,Me siento tan aislado de todos.,Ik voel me zo geïsoleerd van iedereen
Lonely,It’s like I’m invisible to the world.,"Arcade,ChatLine",It’s like I’m invisible to the world,C'est comme si j'étais invisible au monde,Es como si fuera invisible para el mundo.,Het is alsof ik onzichtbaar ben voor de wereld
Lonely,I feel like I’m forgotten by everyone.,"Arcade,ChatLine",I feel like I’m forgotten by everyone,J'ai l'impression d'être oublié par tout le monde,Siento que todos me han olvidado,Ik heb het gevoel dat ik door iedereen vergeten word
Lonely,I just want someone to care about me.,"Arcade,ChatLine",I just want someone to care about me,Je veux juste que quelqu'un se soucie de moi,Solo quiero que alguien se preocupe por mí.,Ik wil gewoon dat iemand om mij geeft
Lonely,I feel like I’m standing in a crowded room but still alone.,"Arcade,ChatLine",I feel like I’m standing in a crowded room but still alone,J'ai l'impression d'être dans une pièce bondée mais toujours seule,"Me siento como si estuviera en una habitación llena de gente, pero aún así solo.","Ik heb het gevoel dat ik in een drukke kamer sta, maar toch alleen ben"
Lonely,I feel like there’s a wall between me and everyone else.,"Arcade,ChatLine",I feel like there’s a wall between me and everyone else,J'ai l'impression qu'il y a un mur entre moi et les autres,Siento que hay un muro entre todos los demás y yo.,Ik heb het gevoel dat er een muur tussen mij en iedereen anders staat
Lonely,I feel like I have no one to lean on.,"Arcade,ChatLine",I feel like I have no one to lean on,J'ai l'impression de n'avoir personne sur qui compter,Siento que no tengo en quién apoyarme,Ik heb het gevoel dat ik niemand heb om op te leunen
Lonely,I feel like no one is really there for me.,"Arcade,ChatLine",I feel like no one is really there for me,J'ai l'impression que personne n'est vraiment là pour moi,Siento que nadie está realmente ahí para mí.,Ik heb het gevoel dat er niemand echt voor mij is
Lonely,I wish someone would check on me.,"Arcade,ChatLine",I wish someone would check on me,J'aimerais que quelqu'un vienne me voir.,Ojalá alguien me vigilara,Ik wou dat iemand mij in de gaten hield
Lonely,I feel like I’ve been pushed to the side.,"Arcade,ChatLine",I feel like I have been pushed to the side,J'ai l'impression d'avoir été mis de côté,Me siento como si me hubieran dejado a un lado,Ik heb het gevoel dat ik opzij ben geduwd
Lonely,I feel like I’m not part of anyone’s life.,"Arcade,ChatLine",I feel like I’m not part of anyone’s life,J’ai l’impression de ne faire partie de la vie de personne,Siento que no soy parte de la vida de nadie.,Ik heb het gevoel dat ik geen deel uitmaak van iemands leven
Lonely,I feel like I’m on the outside looking in.,"Arcade,ChatLine",I feel like I’m on the outside looking in,J'ai l'impression d'être à l'extérieur en train de regarder à l'intérieur,Me siento como si estuviera afuera mirando hacia adentro,Ik heb het gevoel dat ik van buitenaf kijk
Lonely,I wish someone would notice how I’m feeling.,"Arcade,ChatLine",I wish someone would notice how I’m feeling,J’aimerais que quelqu’un remarque ce que je ressens,Ojalá alguien se diera cuenta de cómo me siento,Ik wou dat iemand zou opmerken hoe ik me voel
Lonely,I feel like no one wants to spend time with me.,"Arcade,ChatLine",I feel like no one wants to spend time with me,J'ai l'impression que personne ne veut passer du temps avec moi,Siento que nadie quiere pasar tiempo conmigo.,Ik heb het gevoel dat niemand tijd met mij wil doorbrengen
Lonely,I feel like I’m an afterthought to everyone.,"Arcade,ChatLine",I feel like I’m an afterthought to everyone,J'ai l'impression d'être une considération secondaire pour tout le monde,Me siento como si fuera una ocurrencia posterior para todos,Ik heb het gevoel dat ik voor iedereen een bijzaak ben
Lonely,I feel like I don’t fit in anywhere.,"Arcade,ChatLine",I feel like I do not fit in anywhere,J'ai l'impression de ne pas être à ma place nulle part,Siento que no encajo en ningún lugar,Ik heb het gevoel dat ik nergens bij hoor
Lonely,I feel like I’m always the odd one out.,"Arcade,ChatLine",I feel like I’m always the odd one out,J'ai l'impression d'être toujours à l'écart,Siento que siempre soy el extraño,Ik heb het gevoel dat ik altijd de vreemde eend in de bijt ben
Lonely,I wish I had someone who truly cared.,"Arcade,ChatLine",I wish I had someone who truly cared,J'aimerais avoir quelqu'un qui se soucie vraiment de moi,Ojalá tuviera a alguien que realmente se preocupara,Ik wou dat ik iemand had die echt om me gaf
Lonely,I feel like my presence doesn’t matter to anyone.,"Arcade,ChatLine",I feel like my presence doesn’t matter to anyone,J’ai l’impression que ma présence n’a d’importance pour personne,Siento que mi presencia no le importa a nadie,Ik heb het gevoel dat mijn aanwezigheid voor niemand van belang is
Lonely,I feel like no one really knows me.,"Arcade,ChatLine",I feel like no one really knows me,J'ai l'impression que personne ne me connaît vraiment,Siento que nadie me conoce realmente,Ik heb het gevoel dat niemand mij echt kent
Lonely,"I feel like I’m always the one reaching out, never the other way around.","Arcade,ChatLine","I feel like I’m always the one reaching out, never the other way around","J'ai l'impression que c'est toujours moi qui tends la main, jamais l'inverse","Siento que siempre soy yo quien tiende la mano, nunca al revés.","Ik heb het gevoel dat ik altijd degene ben die contact zoekt, nooit andersom"
Lonely,I feel like no one wants to be around me.,"Arcade,ChatLine",I feel like no one wants to be around me,J'ai l'impression que personne ne veut être près de moi,Siento que nadie quiere estar cerca de mí.,Ik heb het gevoel dat niemand bij mij in de buurt wil zijn
Lonely,I feel like I’m just a shadow in people’s lives.,"Arcade,ChatLine",I feel like I’m just a shadow in people’s lives,J'ai l'impression d'être juste une ombre dans la vie des gens,Me siento como si fuera solo una sombra en la vida de las personas.,Ik heb het gevoel dat ik slechts een schaduw ben in het leven van mensen
Lonely,I feel like I have no one to share my joys or sorrows with.,"Arcade,ChatLine",I feel like I have no one to share my joys or sorrows with,J'ai l'impression de n'avoir personne avec qui partager mes joies ou mes peines,Siento que no tengo con quién compartir mis alegrías o mis tristezas.,Ik heb het gevoel dat ik niemand heb met wie ik mijn vreugde of verdriet kan delen
Lonely,I feel like I’m living in my own bubble.,"Arcade,ChatLine",I feel like I’m living in my own bubble,J’ai l’impression de vivre dans ma propre bulle,Me siento como si viviera en mi propia burbuja.,Ik heb het gevoel dat ik in mijn eigen bubbel leef
Lonely,I feel like I’m fading away without anyone noticing.,"Arcade,ChatLine",I feel like I’m fading away without anyone noticing,J'ai l'impression de disparaître sans que personne ne s'en aperçoive,Siento que me estoy desvaneciendo sin que nadie lo note,Ik heb het gevoel dat ik wegkwijn zonder dat iemand het merkt
Lonely,I feel so isolated and alone.,"Arcade,ChatLine",I feel so isolated and alone,Je me sens tellement isolé et seul,Me siento tan aislado y solo,Ik voel me zo geïsoleerd en alleen
Lonely,I wish I had someone to talk to about everything.,"Arcade,ChatLine",I wish I had someone to talk to about everything,J'aimerais avoir quelqu'un à qui parler de tout,Desearía tener alguien con quien hablar de todo.,Ik wou dat ik iemand had om over alles mee te praten
Lonely,I feel like no one really gets me.,"Arcade,ChatLine",I feel like no one really gets me,J'ai l'impression que personne ne me comprend vraiment,Siento que nadie me entiende realmente,Ik heb het gevoel dat niemand mij echt begrijpt
Lonely,I feel like I’m living in my own world.,"Arcade,ChatLine",I feel like I’m living in my own world,J'ai l'impression de vivre dans mon propre monde,Me siento como si viviera en mi propio mundo.,Ik heb het gevoel dat ik in mijn eigen wereld leef
Lonely,I feel like I’m not important to anyone.,"Arcade,ChatLine",I feel like I’m not important to anyone,J'ai l'impression de ne pas être important pour qui que ce soit,Siento que no soy importante para nadie,Ik heb het gevoel dat ik voor niemand belangrijk ben
Lonely,I just want someone to reach out to me.,"Arcade,ChatLine",I just want someone to reach out to me,Je veux juste que quelqu'un me contacte,Solo quiero que alguien se comunique conmigo.,Ik wil gewoon dat iemand contact met mij opneemt
Lonely,I feel like I’m the only one going through this.,"Arcade,ChatLine",I feel like I’m the only one going through this,J'ai l'impression d'être le seul à traverser ça,Siento que soy el único que está pasando por esto.,Ik heb het gevoel dat ik de enige ben die dit doormaakt
Lonely,I feel so lonely all the time.,"Arcade,ChatLine",I feel so lonely all the time,Je me sens si seul tout le temps,Me siento tan solo todo el tiempo,Ik voel me de hele tijd zo eenzaam
Lonely,"I feel like everyone else has someone to lean on, but not me.","Arcade,ChatLine","I feel like everyone else has someone to lean on, but not me","J'ai l'impression que tout le monde a quelqu'un sur qui compter, mais pas moi","Siento que todos los demás tienen alguien en quien apoyarse, pero yo no.","Ik heb het gevoel dat iedereen iemand heeft om op te leunen, maar ik niet"
Lonely,I feel like I’m just a background character in everyone’s life.,"Arcade,ChatLine",I feel like I’m just a background character in everyone’s life,J'ai l'impression d'être juste un personnage secondaire dans la vie de tout le monde,Me siento como si fuera solo un personaje secundario en la vida de todos.,Ik heb het gevoel dat ik slechts een achtergrondpersonage ben in ieders leven
Lonely,I wish I had someone to share my happiness with.,"Arcade,ChatLine",I wish I had someone to share my happiness with,J'aimerais avoir quelqu'un avec qui partager mon bonheur,Desearía tener alguien con quien compartir mi felicidad.,Ik wou dat ik iemand had met wie ik mijn geluk kon delen
Lonely,I feel like no one really cares about me.,"Arcade,ChatLine",I feel like no one really cares about me,J'ai l'impression que personne ne se soucie vraiment de moi,Siento que a nadie realmente le importo,Ik heb het gevoel dat niemand echt om mij geeft
Lonely,I feel like I’m not a part of the world around me.,"Arcade,ChatLine",I feel like I’m not a part of the world around me,J’ai l’impression de ne pas faire partie du monde qui m’entoure,Siento que no soy parte del mundo que me rodea.,Ik heb het gevoel dat ik geen deel uitmaak van de wereld om mij heen
Lonely,I feel like I’m always left out of things.,"Arcade,ChatLine",I feel like I’m always left out of things,J'ai l'impression d'être toujours laissé à l'écart des choses,Siento que siempre me dejan fuera de las cosas.,Ik heb het gevoel dat ik altijd buitengesloten word
Lonely,"I feel like I’m not living, just surviving.","Arcade,ChatLine","I feel like I’m not living, just surviving","J'ai l'impression de ne pas vivre, juste de survivre","Siento que no estoy viviendo, solo sobreviviendo.","Ik heb het gevoel dat ik niet leef, maar alleen overleef"
Lonely,I feel like I’m not valued by anyone.,"Arcade,ChatLine",I feel like I’m not valued by anyone,J’ai l’impression que personne ne m’apprécie,Siento que nadie me valora,Ik heb het gevoel dat niemand mij waardeert
Lonely,I feel like everyone else has it all figured out.,"Arcade,ChatLine",I feel like everyone else has it all figured out,J'ai l'impression que tout le monde a tout compris,Siento que todos los demás lo tienen todo resuelto.,Ik heb het gevoel dat iedereen het allemaal al doorheeft
Lonely,I feel like I’m always on the outside looking in.,"Arcade,ChatLine",I feel like I’m always on the outside looking in,"J'ai l'impression d'être toujours à l'extérieur, à regarder à l'intérieur",Me siento como si siempre estuviera afuera mirando hacia adentro.,Ik heb het gevoel dat ik altijd van buitenaf kijk
Lonely,I wish I had someone who understood me.,"Arcade,ChatLine",I wish I had someone who understood me,J'aimerais avoir quelqu'un qui me comprenne,Ojalá tuviera alguien que me entendiera,Ik wou dat ik iemand had die mij begreep
Lonely,I feel like I’m not a priority to anyone in my life.,"Arcade,ChatLine",I feel like I’m not a priority to anyone in my life,J’ai l’impression de ne pas être une priorité pour quiconque dans ma vie,Siento que no soy una prioridad para nadie en mi vida.,Ik heb het gevoel dat ik voor niemand in mijn leven een prioriteit ben
Lonely,I feel like no one really sees me.,"Arcade,ChatLine",I feel like no one really sees me,J'ai l'impression que personne ne me voit vraiment,Siento que nadie me ve realmente,Ik heb het gevoel dat niemand mij echt ziet
Lonely,I feel like I’m constantly on my own.,"Arcade,ChatLine",I feel like I’m constantly on my own,J'ai l'impression d'être constamment seule,Me siento como si estuviera constantemente solo,Ik heb het gevoel dat ik voortdurend alleen ben
Lonely,"I feel like everyone else has people to lean on, but not me.","Arcade,ChatLine","I feel like everyone else has people to lean on, but not me","J'ai l'impression que tout le monde a des gens sur qui compter, mais pas moi","Siento que todos los demás tienen personas en las que apoyarse, pero yo no.","Ik heb het gevoel dat iedereen anderen heeft om op te leunen, maar ik niet."
Lonely,I feel like I’m invisible in my own life.,"Arcade,ChatLine",I feel like I’m invisible in my own life,J’ai l’impression d’être invisible dans ma propre vie,Me siento invisible en mi propia vida.,Ik heb het gevoel dat ik onzichtbaar ben in mijn eigen leven
Lonely,I feel like I’m always on the sidelines.,"Arcade,ChatLine",I feel like I’m always on the sidelines,J'ai l'impression d'être toujours sur la touche,Me siento como si siempre estuviera al margen,Ik heb het gevoel dat ik altijd aan de zijlijn sta
Lonely,I feel like no one really cares about my feelings.,"Arcade,ChatLine",I feel like no one really cares about my feelings,J'ai l'impression que personne ne se soucie vraiment de mes sentiments,Siento que a nadie le importan realmente mis sentimientos.,Ik heb het gevoel dat niemand echt om mijn gevoelens geeft
Lonely,I feel like I’m not part of anything.,"Arcade,ChatLine",I feel like I’m not part of anything,J'ai l'impression de ne faire partie de rien,Me siento como si no fuera parte de nada,Ik heb het gevoel dat ik nergens deel van uitmaak
Lonely,I feel like I’m just a background figure to everyone.,"Arcade,ChatLine",I feel like I’m just a background figure to everyone,J'ai l'impression d'être juste un personnage secondaire pour tout le monde,Me siento como si fuera solo una figura de fondo para todos.,Ik heb het gevoel dat ik voor iedereen slechts een achtergrondfiguur ben
Lonely,I feel like I’m not a part of the lives of those around me.,"Arcade,ChatLine",I feel like I’m not a part of the lives of those around me,J’ai l’impression de ne pas faire partie de la vie de ceux qui m’entourent,Siento que no soy parte de la vida de quienes me rodean.,Ik heb het gevoel dat ik geen deel uitmaak van het leven van de mensen om mij heen
Lonely,I feel like I’m living in my own little world.,"Arcade,ChatLine",I feel like I’m living in my own little world,J'ai l'impression de vivre dans mon propre petit monde,Me siento como si viviera en mi propio pequeño mundo.,Ik heb het gevoel dat ik in mijn eigen kleine wereld leef
Lonely,"I feel like I’m just existing, not truly living.","Arcade,ChatLine","I feel like I’m just existing, not truly living","J'ai l'impression d'exister simplement, sans vraiment vivre","Me siento como si solo existiera, no viviendo realmente.","Ik heb het gevoel dat ik alleen maar besta, en niet echt leef"
Lonely,I feel like I don’t have a place in anyone’s life.,"Arcade,ChatLine",I feel like I do not have a place in anyone’s life,J’ai l’impression de n’avoir aucune place dans la vie de qui que ce soit,Siento que no tengo lugar en la vida de nadie.,Ik heb het gevoel dat ik geen plaats heb in iemands leven
Lonely,I feel like no one really understands the real me.,"Arcade,ChatLine",I feel like no one really understands the real me,J'ai l'impression que personne ne me comprend vraiment,Siento que nadie entiende realmente mi verdadero yo.,Ik heb het gevoel dat niemand mij echt begrijpt
Lonely,I feel like I’m just a part of the scenery to everyone else.,"Arcade,ChatLine",I feel like I’m just a part of the scenery to everyone else,J'ai l'impression de n'être qu'une partie du décor pour tout le monde,Me siento como si fuera solo una parte del paisaje para todos los demás.,Ik heb het gevoel dat ik voor iedereen slechts een deel van het landschap ben
Lonely,I feel like no one really wants to be around me.,"Arcade,ChatLine",I feel like no one really wants to be around me,J'ai l'impression que personne ne veut vraiment être près de moi,Siento que nadie quiere estar cerca de mí.,Ik heb het gevoel dat niemand echt bij mij wil zijn
Lonely,I feel like I’m always alone in a crowd.,"Arcade,ChatLine",I feel like I’m always alone in a crowd,J'ai l'impression d'être toujours seul dans une foule,Me siento como si siempre estuviera solo en una multitud.,Ik heb het gevoel dat ik altijd alleen ben in een menigte
Lonely,I feel like no one really knows what I need.,"Arcade,ChatLine",I feel like no one really knows what I need,J'ai l'impression que personne ne sait vraiment ce dont j'ai besoin,Siento que nadie sabe realmente lo que necesito.,Ik heb het gevoel dat niemand echt weet wat ik nodig heb
Lonely,I feel like I’m just a shadow in other people’s lives.,"Arcade,ChatLine",I feel like I’m just a shadow in other people’s lives,J’ai l’impression d’être juste une ombre dans la vie des autres,Me siento como si fuera solo una sombra en la vida de otras personas.,Ik heb het gevoel dat ik slechts een schaduw ben in het leven van andere mensen
Lonely,I feel like no one truly cares about me.,"Arcade,ChatLine",I feel like no one truly cares about me,J'ai l'impression que personne ne se soucie vraiment de moi,Siento que nadie se preocupa realmente por mí.,Ik heb het gevoel dat niemand echt om mij geeft
Lonely,I feel like no one really sees the real me.,"Arcade,ChatLine",I feel like no one really sees the real me,J'ai l'impression que personne ne me voit vraiment,Siento que nadie ve realmente mi verdadero yo.,Ik heb het gevoel dat niemand echt mijn ware ik ziet
Lonely,I feel like I’m constantly in the background of everyone’s life.,"Arcade,ChatLine",I feel like I’m constantly in the background of everyone’s life,J’ai l’impression d’être constamment en arrière-plan de la vie de tout le monde.,Me siento como si estuviera constantemente en el fondo de la vida de todos.,Ik heb het gevoel dat ik constant op de achtergrond van ieders leven sta
Lonely,I wish I had someone to talk to.,"Arcade,ChatLine",I wish I had someone to talk to,J'aimerais avoir quelqu'un à qui parler,Ojalá tuviera alguien con quien hablar,Ik wou dat ik iemand had om mee te praten
Lonely,I feel like I’m always left out.,"Arcade,ChatLine",I feel like I’m always left out,J'ai l'impression d'être toujours laissé de côté,Siento que siempre me dejan fuera,Ik heb het gevoel dat ik altijd buitengesloten word
Lonely,I feel like no one truly sees the real me.,"Arcade,ChatLine",I feel like no one truly sees the real me,J'ai l'impression que personne ne me voit vraiment,Siento que nadie ve realmente mi verdadero yo.,Ik heb het gevoel dat niemand echt mijn ware ik ziet
Lonely,"I feel like everyone else has someone to talk to, but not me.","Arcade,ChatLine","I feel like everyone else has someone to talk to, but not me","J'ai l'impression que tout le monde a quelqu'un à qui parler, mais pas moi","Siento que todos los demás tienen alguien con quien hablar, pero yo no.","Ik heb het gevoel dat iedereen iemand heeft om mee te praten, maar ik niet"
Lonely,I feel like I’m not a priority in anyone’s life.,"Arcade,ChatLine",I feel like I’m not a priority in anyone’s life,J’ai l’impression de ne pas être une priorité dans la vie de qui que ce soit,Siento que no soy una prioridad en la vida de nadie.,Ik heb het gevoel dat ik geen prioriteit ben in iemands leven
Lonely,I feel like no one really gets what I’m going through.,"Arcade,ChatLine",I feel like no one really gets what I’m going through,J’ai l’impression que personne ne comprend vraiment ce que je traverse,Siento que nadie entiende realmente por lo que estoy pasando.,Ik heb het gevoel dat niemand echt begrijpt wat ik doormaak
Lonely,I feel like I’m not a part of anything.,"Arcade,ChatLine",I feel like I’m not a part of anything,J'ai l'impression de ne faire partie de rien,Siento que no soy parte de nada,Ik heb het gevoel dat ik nergens deel van uitmaak
Lonely,I feel like I’m living in my own little bubble.,"Arcade,ChatLine",I feel like I’m living in my own little bubble,J'ai l'impression de vivre dans ma propre petite bulle,Me siento como si viviera en mi propia pequeña burbuja.,Ik heb het gevoel dat ik in mijn eigen kleine bubbel leef
Lonely,I feel like I’m not a part of anyone’s life.,"Arcade,ChatLine",I feel like I’m not a part of anyone’s life,J’ai l’impression de ne faire partie de la vie de personne,Siento que no soy parte de la vida de nadie.,Ik heb het gevoel dat ik geen deel uitmaak van iemands leven
Lonely,I feel like no one notices how I’m feeling.,"Arcade,ChatLine",I feel like no one notices how I’m feeling,J’ai l’impression que personne ne remarque ce que je ressens,Siento que nadie se da cuenta de cómo me siento,Ik heb het gevoel dat niemand opmerkt hoe ik me voel
Lonely,I feel like no one really understands me.,"Arcade,ChatLine",I feel like no one really understands me,J'ai l'impression que personne ne me comprend vraiment,Siento que nadie me entiende realmente,Ik heb het gevoel dat niemand mij echt begrijpt
Lonely,"I feel like everyone else has someone, but not me.","Arcade,ChatLine","I feel like everyone else has someone, but not me","J'ai l'impression que tout le monde a quelqu'un, mais pas moi","Siento que todos los demás tienen a alguien, pero yo no.","Ik heb het gevoel dat iedereen iemand heeft, maar ik niet"
Lonely,I feel like I’m just a background figure in everyone’s life.,"Arcade,ChatLine",I feel like I’m just a background figure in everyone’s life,J’ai l’impression d’être juste un personnage secondaire dans la vie de tout le monde.,Me siento como si fuera solo una figura de fondo en la vida de todos.,Ik heb het gevoel dat ik slechts een achtergrondfiguur ben in ieders leven
Lonely,"I feel like everyone else has their life together, but I don’t.","Arcade,ChatLine","I feel like everyone else has their life together, but I do not","J'ai l'impression que tout le monde a sa vie en ordre, mais pas moi.","Siento que todos los demás tienen su vida en orden, pero yo no.","Ik heb het gevoel dat iedereen zijn leven op orde heeft, maar ik niet"
Lonely,I feel like no one really understands what I’m going through.,"Arcade,ChatLine",I feel like no one really understands what I’m going through,J’ai l’impression que personne ne comprend vraiment ce que je traverse,Siento que nadie entiende realmente por lo que estoy pasando.,Ik heb het gevoel dat niemand echt begrijpt wat ik doormaak
Loved,I feel so loved by everyone around me.,"My Diary,Arcade",I feel so loved by everyone around me,Je me sens tellement aimé par tout le monde autour de moi,Me siento tan querido por todos los que me rodean.,Ik voel me zo geliefd door iedereen om mij heen
Loved,My family always makes me feel loved.,"My Diary,Arcade",My family always makes me feel loved,Ma famille me fait toujours me sentir aimée,Mi familia siempre me hace sentir amada.,Mijn familie zorgt er altijd voor dat ik me geliefd voel
Loved,I appreciate all the love I receive.,"My Diary,Arcade",I appreciate all the love I receive,J'apprécie tout l'amour que je reçois,Agradezco todo el amor que recibo.,Ik waardeer alle liefde die ik ontvang
Loved,I’m surrounded by love today.,"My Diary,Arcade",I’m surrounded by love today,Je suis entouré d’amour aujourd’hui,Estoy rodeado de amor hoy,Ik word vandaag omringd door liefde
Loved,I’m so grateful for all the love in my life.,"My Diary,Arcade",I’m so grateful for all the love in my life,Je suis tellement reconnaissant pour tout l’amour dans ma vie,Estoy muy agradecida por todo el amor que hay en mi vida.,Ik ben zo dankbaar voor alle liefde in mijn leven
Loved,I’m blessed to have such supportive people around me.,"My Diary,Arcade",I’m blessed to have such supportive people around me,J’ai la chance d’avoir des gens qui me soutiennent autant autour de moi,Tengo la suerte de tener gente tan comprensiva a mi alrededor.,Ik ben gezegend dat ik zulke behulpzame mensen om mij heen heb
Loved,I’m surrounded by kindness today.,"My Diary,Arcade",I’m surrounded by kindness today,Je suis entouré de gentillesse aujourd'hui,Estoy rodeado de bondad hoy,Ik word vandaag omringd door vriendelijkheid
Loved,I’m surrounded by people who care about me.,"My Diary,Arcade",I’m surrounded by people who care about me,Je suis entouré de gens qui se soucient de moi,Estoy rodeado de gente que se preocupa por mí.,Ik word omringd door mensen die om mij geven
Loved,I feel the warmth of love everywhere I go.,"My Diary,Arcade",I feel the warmth of love everywhere I go,Je ressens la chaleur de l'amour partout où je vais,Siento el calor del amor dondequiera que voy.,Ik voel de warmte van liefde overal waar ik ga
Loved,I feel loved and valued every day.,"My Diary,Arcade",I feel loved and valued every day,Je me sens aimé et valorisé chaque jour,Me siento amado y valorado cada día.,Ik voel me elke dag geliefd en gewaardeerd
Loved,My heart is full of love today.,"My Diary,Arcade",My heart is full of love today,Mon cœur est plein d'amour aujourd'hui,Mi corazón está lleno de amor hoy.,Mijn hart is vandaag vol liefde
Loved,I’m grateful for the love I receive.,"My Diary,Arcade",I’m grateful for the love I receive,Je suis reconnaissant pour l’amour que je reçois,Estoy agradecido por el amor que recibo,Ik ben dankbaar voor de liefde die ik ontvang
Loved,I’m so lucky to have such amazing people in my life.,"My Diary,Arcade",I’m so lucky to have such amazing people in my life,J’ai tellement de chance d’avoir des gens aussi incroyables dans ma vie,Tengo mucha suerte de tener gente tan maravillosa en mi vida.,Ik heb zoveel geluk dat ik zulke geweldige mensen in mijn leven heb
Loved,I’m truly loved by the people I care about.,"My Diary,Arcade",I’m truly loved by the people I care about,Je suis vraiment aimé par les gens qui me sont chers,Soy verdaderamente amado por las personas que me importan.,Ik word echt geliefd door de mensen om wie ik geef
Loved,I feel blessed to have people who love me.,"My Diary,Arcade",I feel blessed to have people who love me,Je me sens béni d'avoir des gens qui m'aiment,Me siento bendecida de tener gente que me ama.,Ik voel me gezegend dat ik mensen heb die van mij houden
Loved,Love is all around me today.,"My Diary,Arcade",Love is all around me today,L'amour est partout autour de moi aujourd'hui,El amor está a mi alrededor hoy.,Liefde is vandaag overal om mij heen
