tag,patterns,response,patterns_cleaned,patterns_french,patterns_spanish,patterns_dutch
Lonely,It’s like I don’t exist to anyone.,"Arcade,ChatLine",It’s like I do not exist to anyone,C'est comme si je n'existais pour personne,Es como si no existiera para nadie.,Het is alsof ik voor niemand besta
Lonely,I feel completely alone.,"Arcade,ChatLine",I feel completely alone,Je me sens complètement seul,Me siento completamente solo,Ik voel me helemaal alleen
Lonely,No one ever reaches out to me.,"Arcade,ChatLine",No one ever reaches out to me,Personne ne me contacte jamais,Nadie se comunica conmigo nunca,Niemand neemt ooit contact met mij op
Lonely,I don’t belong anywhere.,"Arcade,ChatLine",I do not belong anywhere,Je n'appartiens à aucun endroit,No pertenezco a ningún lugar,Ik hoor nergens thuis
Lonely,I feel like I’m invisible.,"Arcade,ChatLine",I feel like I’m invisible,J'ai l'impression d'être invisible,Me siento como si fuera invisible,Ik voel me alsof ik onzichtbaar ben
Lonely,I don’t have anyone to share my thoughts with.,"Arcade,ChatLine",I do not have anyone to share my thoughts with,Je n'ai personne avec qui partager mes pensées,No tengo con quién compartir mis pensamientos.,Ik heb niemand met wie ik mijn gedachten kan delen
Lonely,I don’t have anyone who understands me.,"Arcade,ChatLine",I do not have anyone who understands me,Je n'ai personne qui me comprend,No tengo nadie que me entienda,Ik heb niemand die mij begrijpt
Lonely,I feel like an outsider in every group.,"Arcade,ChatLine",I feel like an outsider in every group,Je me sens comme un étranger dans chaque groupe,Me siento como un extraño en cada grupo.,Ik voel me in elke groep een buitenstaander
Lonely,I’m always on my own.,"Arcade,ChatLine",I’m always on my own,Je suis toujours seul,Siempre estoy solo,Ik ben altijd alleen
Lonely,No one ever listens to me.,"Arcade,ChatLine",No one ever listens to me,Personne ne m'écoute jamais,Nadie me escucha nunca,Niemand luistert ooit naar mij
Lonely,I’m craving companionship.,"Arcade,ChatLine",I’m craving companionship,J'ai besoin de compagnie,Tengo ansias de compañía,Ik verlang naar gezelschap
Lonely,I feel isolated from the world.,"Arcade,ChatLine",I feel isolated from the world,Je me sens isolé du monde,Me siento aislado del mundo.,Ik voel me geïsoleerd van de wereld
Lonely,I wish someone would call me.,"Arcade,ChatLine",I wish someone would call me,J'aimerais que quelqu'un m'appelle,Ojalá alguien me llamara,Ik wou dat iemand mij zou bellen
Lonely,I feel like I’m forgotten.,"Arcade,ChatLine",I feel like I’m forgotten,J'ai l'impression d'être oublié,Me siento como si me hubieran olvidado,Ik heb het gevoel dat ik vergeten ben
Lonely,I don’t feel seen or heard.,"Arcade,ChatLine",I do not feel seen or heard,Je ne me sens ni vu ni entendu,No me siento visto ni escuchado,Ik voel me niet gezien of gehoord
Lonely,I feel like I have no one to turn to.,"Arcade,ChatLine",I feel like I have no one to turn to,J'ai l'impression de n'avoir personne vers qui me tourner,Siento que no tengo a nadie a quien recurrir,Ik heb het gevoel dat ik niemand heb tot wie ik mij kan wenden
Lonely,I feel like I’m stuck in my own bubble.,"Arcade,ChatLine",I feel like I’m stuck in my own bubble,J'ai l'impression d'être coincé dans ma propre bulle,Me siento como si estuviera atrapado en mi propia burbuja.,Ik heb het gevoel dat ik vastzit in mijn eigen bubbel
Lonely,No one notices my absence.,"Arcade,ChatLine",No one notices my absence,Personne ne remarque mon absence,Nadie nota mi ausencia,Niemand merkt mijn afwezigheid op
Lonely,I’m desperate for a friend.,"Arcade,ChatLine",I’m desperate for a friend,J'ai désespérément besoin d'un ami,Estoy desesperada por un amigo,Ik heb wanhopig behoefte aan een vriend
Lonely,I feel like I don’t fit in.,"Arcade,ChatLine",I feel like I do not fit in,J'ai l'impression de ne pas être à ma place,Siento que no encajo,Ik heb het gevoel dat ik er niet bij hoor
Lonely,I wish someone would care about me.,"Arcade,ChatLine",I wish someone would care about me,J'aimerais que quelqu'un se soucie de moi,Ojalá alguien se preocupara por mí,Ik wou dat iemand om mij gaf
Lonely,I feel like I’m drowning in loneliness.,"Arcade,ChatLine",I feel like I’m drowning in loneliness,J'ai l'impression de me noyer dans la solitude,Me siento como si me estuviera ahogando en la soledad,Ik heb het gevoel dat ik verdrink in eenzaamheid
Lonely,I feel like I’m missing out on life.,"Arcade,ChatLine",I feel like I’m missing out on life,J'ai l'impression de rater la vie,Siento que me estoy perdiendo la vida,Ik heb het gevoel dat ik iets mis in het leven
Lonely,I’m tired of being alone.,"Arcade,ChatLine",I’m tired of being alone,Je suis fatigué d'être seul,Estoy cansado de estar solo,Ik ben het zat om alleen te zijn
Lonely,I feel so empty.,"Arcade,ChatLine",I feel so empty,Je me sens si vide,Me siento tan vacío,Ik voel me zo leeg
Lonely,I feel like I’m invisible to the people around me.,"Arcade,ChatLine",I feel like I’m invisible to the people around me,J'ai l'impression d'être invisible pour les gens qui m'entourent,Me siento invisible para la gente que me rodea.,Ik heb het gevoel dat ik onzichtbaar ben voor de mensen om mij heen
Lonely,I feel like no one needs me.,"Arcade,ChatLine",I feel like no one needs me,J'ai l'impression que personne n'a besoin de moi,Siento que nadie me necesita,Ik heb het gevoel dat niemand mij nodig heeft
Lonely,I feel like I’m always excluded.,"Arcade,ChatLine",I feel like I’m always excluded,J’ai l’impression d’être toujours exclue,Me siento como si siempre me excluyeran,Ik heb het gevoel dat ik altijd buitengesloten word
Lonely,I wish I had someone to lean on.,"Arcade,ChatLine",I wish I had someone to lean on,J'aimerais avoir quelqu'un sur qui m'appuyer,Desearía tener a alguien en quien apoyarme,Ik wou dat ik iemand had om op te leunen
Lonely,I feel like no one values my presence.,"Arcade,ChatLine",I feel like no one values my presence,J'ai l'impression que personne n'apprécie ma présence,Siento que nadie valora mi presencia.,Ik heb het gevoel dat niemand mijn aanwezigheid waardeert
Lonely,I feel like no one cares about how I feel.,"Arcade,ChatLine",I feel like no one cares about how I feel,J'ai l'impression que personne ne se soucie de ce que je ressens,Siento que a nadie le importa cómo me siento.,Ik heb het gevoel dat niemand om mijn gevoelens geeft
Lonely,I wish I had someone to confide in.,"Arcade,ChatLine",I wish I had someone to confide in,J'aimerais avoir quelqu'un à qui me confier,Desearía tener alguien en quien confiar,Ik wou dat ik iemand had om mee te praten
Lonely,I feel like no one wants me around.,"Arcade,ChatLine",I feel like no one wants me around,J'ai l'impression que personne ne veut de moi,Siento que nadie me quiere cerca,Ik heb het gevoel dat niemand mij in de buurt wil hebben
Lonely,I feel like no one cares if I’m here or not.,"Arcade,ChatLine",I feel like no one cares if I’m here or not,J'ai l'impression que personne ne se soucie de savoir si je suis là ou non,Siento que a nadie le importa si estoy aquí o no.,Ik heb het gevoel dat het niemand iets kan schelen of ik hier ben of niet
Lonely,I feel like I have no one to depend on.,"Arcade,ChatLine",I feel like I have no one to depend on,J'ai l'impression de n'avoir personne sur qui compter,Siento que no tengo nadie en quien depender,Ik heb het gevoel dat ik niemand heb om op te vertrouwen
Lonely,I feel like I’m always overlooked.,"Arcade,ChatLine",I feel like I’m always overlooked,J’ai l’impression d’être toujours négligé,Siento que siempre me pasan por alto,Ik heb het gevoel dat ik altijd over het hoofd word gezien
Lonely,I feel like I’m just floating through life.,"Arcade,ChatLine",I feel like I’m just floating through life,J'ai l'impression de flotter dans la vie,Me siento como si estuviera flotando por la vida.,Ik heb het gevoel dat ik gewoon door het leven zweef
Lonely,I feel like I’m stuck in my own loneliness.,"Arcade,ChatLine",I feel like I’m stuck in my own loneliness,J'ai l'impression d'être coincé dans ma propre solitude,Me siento como si estuviera atrapado en mi propia soledad.,Ik heb het gevoel dat ik vastzit in mijn eigen eenzaamheid
Lonely,I feel like I don’t have a place in this world.,"Arcade,ChatLine",I feel like I do not have a place in this world,J'ai l'impression de ne pas avoir ma place dans ce monde,Siento que no tengo un lugar en este mundo.,Ik heb het gevoel dat ik geen plaats heb in deze wereld
Lonely,I feel like I’m not included in anything.,"Arcade,ChatLine",I feel like I’m not included in anything,J’ai l’impression de ne pas être inclus dans quoi que ce soit,Siento que no estoy incluido en nada,Ik heb het gevoel dat ik nergens bij hoor
Lonely,I feel like I’m always forgotten.,"Arcade,ChatLine",I feel like I’m always forgotten,J’ai l’impression d’être toujours oublié,Siento que siempre me olvidan,Ik heb het gevoel dat ik altijd vergeten word
Lonely,I feel like I’m standing still while the world moves on.,"Arcade,ChatLine",I feel like I’m standing still while the world moves on,J'ai l'impression de rester immobile alors que le monde continue d'avancer,Me siento como si estuviera parado mientras el mundo sigue avanzando.,Ik heb het gevoel dat ik stilsta terwijl de wereld doorgaat
Lonely,I feel like I have no one to share my life with.,"Arcade,ChatLine",I feel like I have no one to share my life with,J'ai l'impression de n'avoir personne avec qui partager ma vie,Siento que no tengo con quién compartir mi vida.,Ik heb het gevoel dat ik niemand heb om mijn leven mee te delen
Lonely,I feel like I’m always reaching out but no one reaches back.,"Arcade,ChatLine",I feel like I’m always reaching out but no one reaches back,"J'ai l'impression de toujours tendre la main, mais personne ne me répond",Siento que siempre estoy buscando ayuda pero nadie me responde,"Ik heb het gevoel dat ik altijd probeer om hulp te krijgen, maar niemand probeert terug te komen"
Lonely,I feel like I’m on my own in this world.,"Arcade,ChatLine",I feel like I’m on my own in this world,J'ai l'impression d'être seul dans ce monde,Me siento como si estuviera solo en este mundo.,Ik heb het gevoel dat ik alleen ben in deze wereld
Lonely,I feel like I’m drifting through life without connection.,"Arcade,ChatLine",I feel like I’m drifting through life without connection,J'ai l'impression de dériver dans la vie sans connexion,Me siento como si estuviera a la deriva por la vida sin conexión.,Ik heb het gevoel dat ik door het leven drijf zonder verbinding
Lonely,I feel like I have no one to trust.,"Arcade,ChatLine",I feel like I have no one to trust,J'ai l'impression de n'avoir personne en qui avoir confiance,Siento que no tengo nadie en quien confiar,Ik heb het gevoel dat ik niemand heb om te vertrouwen
Lonely,I feel like I’m stuck in this loneliness.,"Arcade,ChatLine",I feel like I’m stuck in this loneliness,J'ai l'impression d'être coincé dans cette solitude,Me siento como si estuviera atrapado en esta soledad.,Ik heb het gevoel dat ik vastzit in deze eenzaamheid
Lonely,I feel like I’m not part of any group.,"Arcade,ChatLine",I feel like I’m not part of any group,J’ai l’impression de ne faire partie d’aucun groupe,Me siento como si no fuera parte de ningún grupo,Ik heb het gevoel dat ik geen deel uitmaak van een groep
Lonely,"I feel like I’m always alone, even in a crowd.","Arcade,ChatLine","I feel like I’m always alone, even in a crowd","J'ai l'impression d'être toujours seule, même dans une foule","Me siento como si estuviera siempre solo, incluso entre una multitud.","Ik heb het gevoel dat ik altijd alleen ben, zelfs in een menigte"
Lonely,I feel like no one understands how I feel.,"Arcade,ChatLine",I feel like no one understands how I feel,J'ai l'impression que personne ne comprend ce que je ressens,Siento que nadie entiende lo que siento,Ik heb het gevoel dat niemand begrijpt hoe ik me voel
Lonely,I feel like I’m the only one without a friend.,"Arcade,ChatLine",I feel like I’m the only one without a friend,J'ai l'impression d'être le seul à ne pas avoir d'ami,Me siento como si fuera el único sin un amigo.,Ik heb het gevoel dat ik de enige ben zonder vriend
Lonely,I feel like I’m the only one struggling with this.,"Arcade,ChatLine",I feel like I’m the only one struggling with this,J'ai l'impression d'être le seul à lutter contre ça,Siento que soy el único que lucha con esto.,Ik heb het gevoel dat ik de enige ben die hiermee worstelt
Lonely,I feel like I’m not wanted.,"Arcade,ChatLine",I feel like I’m not wanted,J'ai l'impression de ne pas être désiré,Me siento como si no me quisieran,Ik heb het gevoel dat ik niet gewenst ben
Lonely,I feel like I’m fading into the background.,"Arcade,ChatLine",I feel like I’m fading into the background,J'ai l'impression de disparaître à l'arrière-plan,Me siento como si me estuviera desvaneciendo en el fondo,Ik heb het gevoel dat ik naar de achtergrond verdwijn
Lonely,I feel like I’m not a part of anyone’s world.,"Arcade,ChatLine",I feel like I’m not a part of anyone’s world,J’ai l’impression de ne faire partie du monde de personne,Siento que no soy parte del mundo de nadie.,Ik heb het gevoel dat ik geen deel uitmaak van iemands wereld
Lonely,I feel like I’m all alone in this.,"Arcade,ChatLine",I feel like I’m all alone in this,J'ai l'impression d'être tout seul dans cette situation,Me siento como si estuviera solo en esto.,Ik heb het gevoel dat ik hier helemaal alleen in ben
Lonely,I feel like I’m disconnected from everyone.,"Arcade,ChatLine",I feel like I’m disconnected from everyone,J'ai l'impression d'être déconnecté de tout le monde,Me siento desconectado de todos,Ik heb het gevoel dat ik van iedereen afgesloten ben
Lonely,I feel like I have no one who truly knows me.,"Arcade,ChatLine",I feel like I have no one who truly knows me,J'ai l'impression que personne ne me connaît vraiment,Siento que no tengo a nadie que me conozca realmente.,Ik heb het gevoel dat ik niemand heb die mij echt kent
Lonely,I feel like I’m just a background character in life.,"Arcade,ChatLine",I feel like I’m just a background character in life,J'ai l'impression d'être juste un personnage secondaire dans la vie,Me siento como si fuera solo un personaje secundario en la vida.,Ik heb het gevoel dat ik slechts een achtergrondpersonage in het leven ben
Lonely,I feel like I’m all alone in this journey.,"Arcade,ChatLine",I feel like I’m all alone in this journey,J'ai l'impression d'être tout seul dans ce voyage,Me siento como si estuviera solo en este viaje.,Ik heb het gevoel dat ik helemaal alleen ben op deze reis
Lonely,I feel like no one sees me for who I really am.,"Arcade,ChatLine",I feel like no one sees me for who I really am,J'ai l'impression que personne ne me voit pour qui je suis vraiment,Siento que nadie me ve como realmente soy,Ik heb het gevoel dat niemand mij ziet voor wie ik werkelijk ben
Lonely,I feel like no one notices my efforts.,"Arcade,ChatLine",I feel like no one notices my efforts,J'ai l'impression que personne ne remarque mes efforts,Siento que nadie nota mis esfuerzos.,Ik heb het gevoel dat niemand mijn inspanningen opmerkt
Lonely,I feel like I’m just a shadow in everyone’s life.,"Arcade,ChatLine",I feel like I’m just a shadow in everyone’s life,J'ai l'impression d'être juste une ombre dans la vie de tout le monde,Me siento como si fuera solo una sombra en la vida de todos.,Ik heb het gevoel dat ik slechts een schaduw ben in ieders leven
Lonely,I feel like I’m invisible to the world.,"Arcade,ChatLine",I feel like I’m invisible to the world,J'ai l'impression d'être invisible au monde,Me siento invisible para el mundo.,Ik heb het gevoel dat ik onzichtbaar ben voor de wereld
Lonely,I feel like no one ever makes time for me.,"Arcade,ChatLine",I feel like no one ever makes time for me,J'ai l'impression que personne ne prend jamais de temps pour moi,Siento que nadie tiene tiempo para mí,Ik heb het gevoel dat niemand ooit tijd voor mij maakt
Lonely,I feel like no one values me.,"Arcade,ChatLine",I feel like no one values me,J'ai l'impression que personne ne m'apprécie,Siento que nadie me valora,Ik heb het gevoel dat niemand mij waardeert
Lonely,I feel like I’m on my own island.,"Arcade,ChatLine",I feel like I’m on my own island,J'ai l'impression d'être sur ma propre île,Me siento como si estuviera en mi propia isla.,Ik heb het gevoel dat ik op mijn eigen eiland ben
Lonely,I feel like I’m just a fleeting thought to others.,"Arcade,ChatLine",I feel like I’m just a fleeting thought to others,J'ai l'impression de n'être qu'une pensée passagère pour les autres,Me siento como si fuera solo un pensamiento fugaz para los demás.,Ik heb het gevoel dat ik voor anderen slechts een vluchtige gedachte ben
Lonely,I feel like I’m not part of anything meaningful.,"Arcade,ChatLine",I feel like I’m not part of anything meaningful,J’ai l’impression de ne faire partie de rien de significatif,Siento que no soy parte de nada significativo.,Ik heb het gevoel dat ik geen deel uitmaak van iets betekenisvols
Lonely,I feel like I have no real connections.,"Arcade,ChatLine",I feel like I have no real connections,J'ai l'impression de ne pas avoir de véritables relations,Siento que no tengo conexiones reales,Ik heb het gevoel dat ik geen echte connecties heb
Lonely,I feel like no one understands my loneliness.,"Arcade,ChatLine",I feel like no one understands my loneliness,J'ai l'impression que personne ne comprend ma solitude,Siento que nadie entiende mi soledad.,Ik heb het gevoel dat niemand mijn eenzaamheid begrijpt
Lonely,I feel like I’m drifting away from everyone.,"Arcade,ChatLine",I feel like I’m drifting away from everyone,J'ai l'impression de m'éloigner de tout le monde,Siento que me estoy alejando de todos,Ik heb het gevoel dat ik van iedereen afdrijf
Lonely,I feel like I’m just a passerby in people’s lives.,"Arcade,ChatLine",I feel like I’m just a passerby in people’s lives,J'ai l'impression d'être juste un passant dans la vie des gens,Me siento como si fuera solo un transeúnte en la vida de las personas.,Ik heb het gevoel dat ik slechts een voorbijganger ben in het leven van mensen
Lonely,I feel like I have no one to celebrate my joys with.,"Arcade,ChatLine",I feel like I have no one to celebrate my joys with,J'ai l'impression de n'avoir personne avec qui célébrer mes joies,Siento que no tengo con quién celebrar mis alegrías.,Ik heb het gevoel dat ik niemand heb om mijn vreugde mee te vieren
Lonely,I feel like I’m just an observer in life.,"Arcade,ChatLine",I feel like I’m just an observer in life,J'ai l'impression d'être juste un observateur dans la vie,Me siento como si solo fuera un observador en la vida.,Ik heb het gevoel dat ik slechts een toeschouwer ben in het leven
Lonely,I feel like I’m missing out on connection.,"Arcade,ChatLine",I feel like I’m missing out on connection,J’ai l’impression de manquer de connexion,Siento que me estoy perdiendo la conexión,Ik heb het gevoel dat ik de verbinding mis
Lonely,I feel like I’m a stranger in my own life.,"Arcade,ChatLine",I feel like I’m a stranger in my own life,Je me sens comme un étranger dans ma propre vie,Me siento como un extraño en mi propia vida.,Ik heb het gevoel dat ik een vreemdeling ben in mijn eigen leven
Lonely,I feel like I’m stuck in this void of loneliness.,"Arcade,ChatLine",I feel like I’m stuck in this void of loneliness,J'ai l'impression d'être coincé dans ce vide de solitude,Me siento como si estuviera atrapado en este vacío de soledad.,Ik heb het gevoel dat ik vastzit in deze leegte van eenzaamheid
Lonely,I feel like no one knows my struggles.,"Arcade,ChatLine",I feel like no one knows my struggles,J'ai l'impression que personne ne connaît mes difficultés,Siento que nadie conoce mis luchas.,Ik heb het gevoel dat niemand mijn worstelingen kent
Lonely,I feel like I’m just an extra in life.,"Arcade,ChatLine",I feel like I’m just an extra in life,J'ai l'impression d'être juste un extra dans la vie,Me siento como si fuera un extra en la vida.,Ik heb het gevoel dat ik slechts een extraatje ben in het leven
Lonely,I feel like I’m the only one feeling this way.,"Arcade,ChatLine",I feel like I’m the only one feeling this way,J'ai l'impression d'être le seul à ressentir ça,Siento que soy el único que se siente así,Ik heb het gevoel dat ik de enige ben die zich zo voelt
Lonely,I feel like no one checks in on me.,"Arcade,ChatLine",I feel like no one checks in on me,J'ai l'impression que personne ne me surveille,Siento que nadie me controla,Ik heb het gevoel dat niemand naar mij omkijkt
Lonely,I feel like I’m invisible to those around me.,"Arcade,ChatLine",I feel like I’m invisible to those around me,J'ai l'impression d'être invisible pour ceux qui m'entourent,Me siento invisible para los que me rodean.,Ik heb het gevoel dat ik onzichtbaar ben voor de mensen om mij heen
Lonely,I feel like no one appreciates me.,"Arcade,ChatLine",I feel like no one appreciates me,J'ai l'impression que personne ne m'apprécie,Siento que nadie me aprecia,Ik heb het gevoel dat niemand mij waardeert
Lonely,I feel like I’m just a shadow in this world.,"Arcade,ChatLine",I feel like I’m just a shadow in this world,J'ai l'impression d'être juste une ombre dans ce monde,Me siento como si solo fuera una sombra en este mundo.,Ik heb het gevoel dat ik slechts een schaduw ben in deze wereld
Lonely,I feel like I’m lost in my own world.,"Arcade,ChatLine",I feel like I’m lost in my own world,J'ai l'impression d'être perdu dans mon propre monde,Me siento como si estuviera perdido en mi propio mundo.,Ik heb het gevoel dat ik verdwaald ben in mijn eigen wereld
Lonely,I feel like no one understands my emptiness.,"Arcade,ChatLine",I feel like no one understands my emptiness,J'ai l'impression que personne ne comprend mon vide,Siento que nadie entiende mi vacío.,Ik heb het gevoel dat niemand mijn leegte begrijpt
Lonely,I feel like I’m stuck in this loneliness forever.,"Arcade,ChatLine",I feel like I’m stuck in this loneliness forever,J'ai l'impression d'être coincé dans cette solitude pour toujours,Siento que estoy atrapado en esta soledad para siempre.,Ik heb het gevoel dat ik voor altijd in deze eenzaamheid vastzit
Lonely,I feel like no one sees my worth.,"Arcade,ChatLine",I feel like no one sees my worth,J'ai l'impression que personne ne voit ma valeur,Siento que nadie ve mi valor.,Ik heb het gevoel dat niemand mijn waarde ziet
Lonely,I feel like I’m not part of anyone’s story.,"Arcade,ChatLine",I feel like I’m not part of anyone’s story,J’ai l’impression de ne faire partie de l’histoire de personne,Siento que no soy parte de la historia de nadie.,Ik heb het gevoel dat ik geen deel uitmaak van iemands verhaal
Lonely,I feel like I’m not included in life.,"Arcade,ChatLine",I feel like I’m not included in life,J’ai l’impression de ne pas être inclus dans la vie,Siento que no estoy incluido en la vida.,Ik heb het gevoel dat ik niet bij het leven hoor
Lonely,I feel like no one remembers me.,"Arcade,ChatLine",I feel like no one remembers me,J'ai l'impression que personne ne se souvient de moi,Siento que nadie se acuerda de mí,Ik heb het gevoel dat niemand zich mij herinnert
Lonely,I feel like I’m not noticed by anyone.,"Arcade,ChatLine",I feel like I’m not noticed by anyone,J’ai l’impression que personne ne me remarque,Siento que nadie me nota,Ik heb het gevoel dat niemand mij opmerkt
Lonely,I feel like no one gets what I’m feeling.,"Arcade,ChatLine",I feel like no one gets what I’m feeling,J’ai l’impression que personne ne comprend ce que je ressens,Siento que nadie entiende lo que siento,Ik heb het gevoel dat niemand begrijpt wat ik voel
Lonely,I feel like I’m always in the background.,"Arcade,ChatLine",I feel like I’m always in the background,J'ai l'impression d'être toujours en arrière-plan,Me siento como si siempre estuviera en segundo plano,Ik heb het gevoel dat ik altijd op de achtergrond blijf
Lonely,I feel like I’m overlooked in every situation.,"Arcade,ChatLine",I feel like I’m overlooked in every situation,J'ai l'impression d'être négligé dans chaque situation,Siento que me pasan por alto en cada situación.,Ik heb het gevoel dat ik in elke situatie over het hoofd word gezien
Lonely,I feel like I’m just a ghost to everyone.,"Arcade,ChatLine",I feel like I’m just a ghost to everyone,J'ai l'impression d'être juste un fantôme pour tout le monde,Me siento como si fuera solo un fantasma para todos.,Ik heb het gevoel dat ik voor iedereen een geest ben
Lonely,I feel like I’m just a placeholder in people’s lives.,"Arcade,ChatLine",I feel like I’m just a placeholder in people’s lives,J’ai l’impression d’être juste un remplaçant dans la vie des gens,Me siento como si fuera solo un suplente en la vida de las personas.,Ik heb het gevoel dat ik slechts een tijdelijke vervanger ben in het leven van mensen
Lonely,I feel like no one understands my solitude.,"Arcade,ChatLine",I feel like no one understands my solitude,J'ai l'impression que personne ne comprend ma solitude,Siento que nadie entiende mi soledad.,Ik heb het gevoel dat niemand mijn eenzaamheid begrijpt
Lonely,I feel like I’m on my own path with no one beside me.,"Arcade,ChatLine",I feel like I’m on my own path with no one beside me,J'ai l'impression d'être sur mon propre chemin sans personne à mes côtés,Me siento como si estuviera en mi propio camino sin nadie a mi lado.,"Ik heb het gevoel dat ik mijn eigen pad bewandel, zonder dat er iemand naast me staat"
Lonely,I feel like no one is truly there for me.,"Arcade,ChatLine",I feel like no one is truly there for me,J'ai l'impression que personne n'est vraiment là pour moi,Siento que nadie está realmente ahí para mí.,Ik heb het gevoel dat niemand er echt voor mij is
Lonely,I feel like I’m just an accessory to others.,"Arcade,ChatLine",I feel like I’m just an accessory to others,J'ai l'impression d'être juste un accessoire pour les autres,Me siento como si fuera solo un accesorio para los demás.,Ik heb het gevoel dat ik slechts een accessoire ben voor anderen
Lonely,I feel like no one wants to connect with me.,"Arcade,ChatLine",I feel like no one wants to connect with me,J'ai l'impression que personne ne veut se connecter avec moi,Siento que nadie quiere conectarse conmigo.,Ik heb het gevoel dat niemand contact met mij wil maken
Lonely,I feel like I’m a distant memory to everyone.,"Arcade,ChatLine",I feel like I’m a distant memory to everyone,J'ai l'impression d'être un lointain souvenir pour tout le monde,Me siento como si fuera un recuerdo lejano para todos.,Ik heb het gevoel dat ik voor iedereen een verre herinnering ben
Lonely,I feel like I’m always the one left out.,"Arcade,ChatLine",I feel like I’m always the one left out,J'ai l'impression d'être toujours celui qui est laissé de côté,Siento que siempre soy el que queda excluido,Ik heb het gevoel dat ik altijd degene ben die buitengesloten wordt
Lonely,I feel like no one values my company.,"Arcade,ChatLine",I feel like no one values my company,J'ai l'impression que personne n'apprécie mon entreprise,Siento que nadie valora mi empresa.,Ik heb het gevoel dat niemand mijn gezelschap waardeert
Lonely,I feel like I’m missing out on life’s connections.,"Arcade,ChatLine",I feel like I’m missing out on life’s connections,J’ai l’impression de manquer les connexions de la vie,Siento que me estoy perdiendo las conexiones de la vida.,Ik heb het gevoel dat ik de verbindingen van het leven mis
Lonely,I feel like no one ever notices my presence.,"Arcade,ChatLine",I feel like no one ever notices my presence,J'ai l'impression que personne ne remarque ma présence,Siento que nadie nota mi presencia,Ik heb het gevoel dat niemand mijn aanwezigheid ooit opmerkt
Lonely,I feel like I’m always walking alone.,"Arcade,ChatLine",I feel like I’m always walking alone,J'ai l'impression de toujours marcher seul,Me siento como si siempre estuviera caminando solo,Ik heb het gevoel dat ik altijd alleen loop
Lonely,I feel like no one cares about my existence.,"Arcade,ChatLine",I feel like no one cares about my existence,J'ai l'impression que personne ne se soucie de mon existence,Siento que a nadie le importa mi existencia.,Ik heb het gevoel dat niemand om mijn bestaan ​​geeft
Lonely,Feeling isolated and alone,"Arcade,ChatLine",Feeling isolated and alone,Se sentir isolé et seul,Sentirse aislado y solo,Je geïsoleerd en alleen voelen
Lonely,Longing for companionship,"Arcade,ChatLine",Longing for companionship,Envie de compagnie,Anhelo de compañía,Verlangen naar gezelschap
Lonely,Yearning for connection with others,"Arcade,ChatLine",Yearning for connection with others,Désir de connexion avec les autres,Anhelo de conexión con otros,Verlangen naar verbinding met anderen
Lonely,Feeling disconnected from the world,"Arcade,ChatLine",Feeling disconnected from the world,Se sentir déconnecté du monde,Sentirse desconectado del mundo,Gevoel van afzondering van de wereld
Lonely,Missing someone dearly,"Arcade,ChatLine",Missing someone dearly,Quelqu'un qui me manque énormément,Extraño mucho a alguien,Iemand heel erg missen
Lonely,Desiring meaningful relationships,"Arcade,ChatLine",Desiring meaningful relationships,Désirer des relations significatives,Deseando relaciones significativas,Zinvolle relaties wensen
Lonely,Feeling abandoned,"Arcade,ChatLine",Feeling abandoned,Se sentir abandonné,Sentirse abandonado,Gevoel van verlatenheid
Lonely,Longing for friendship and support,"Arcade,ChatLine",Longing for friendship and support,Envie d'amitié et de soutien,Anhelo de amistad y apoyo,Verlangen naar vriendschap en steun
Lonely,Being in a crowd but still feeling alone,"Arcade,ChatLine",Being in a crowd but still feeling alone,Être dans une foule mais se sentir toujours seul,Estar entre una multitud y aún así sentirse solo,In een menigte zijn en je toch alleen voelen
Lonely,Missing the presence of loved ones,"Arcade,ChatLine",Missing the presence of loved ones,Manquer la présence de ses proches,Extrañando la presencia de seres queridos,Het missen van de aanwezigheid van geliefden
Lonely,Feeling like no one understands,"Arcade,ChatLine",Feeling like no one understands,Avoir l'impression que personne ne comprend,Sentir que nadie entiende,Het gevoel hebben dat niemand je begrijpt
Lonely,Yearning for a sense of belonging,"Arcade,ChatLine",Yearning for a sense of belonging,Aspirer à un sentiment d’appartenance,Anhelo de un sentido de pertenencia,Verlangen naar een gevoel van verbondenheid
Lonely,Feeling invisible,"Arcade,ChatLine",Feeling invisible,Se sentir invisible,Sentirse invisible,Je onzichtbaar voelen
Lonely,Longing for emotional intimacy,"Arcade,ChatLine",Longing for emotional intimacy,Désir d’intimité émotionnelle,Anhelo de intimidad emocional,Verlangen naar emotionele intimiteit
Lonely,Feeling like an outsider,"Arcade,ChatLine",Feeling like an outsider,Se sentir comme un étranger,Sentirse como un extraño,Het gevoel hebben een buitenstaander te zijn
Lonely,Missing a close relationship,"Arcade,ChatLine",Missing a close relationship,Manque d'une relation proche,Extraño una relación cercana,Het missen van een hechte relatie
Lonely,Yearning for a deeper connection,"Arcade,ChatLine",Yearning for a deeper connection,Aspirer à une connexion plus profonde,Anhelo de una conexión más profunda,Verlangen naar een diepere verbinding
Lonely,Feeling like no one cares,"Arcade,ChatLine",Feeling like no one cares,Avoir l'impression que personne ne s'en soucie,Sentir que a nadie le importa,Het gevoel hebben dat niemand om je geeft
